student_id,session_id,session_date,age,level,vocabulary_score,grammar_score,fluency_score,response_time,correct_answers,incorrect_answers,feedback_received,adaptive_content,overall_performance,engagement_score,learning_efficiency,learning_outcome
155,155,2025-06-04,18,Beginner,78.25954322778924,57.67303702733912,62.67894999614171,9.542448334681133,14,1,Needs Improvement,1,66.20384341709003,71.90182801405157,0.9225498141185979,0
156,156,2025-06-05,21,Advanced,86.28374154403559,62.92332122846289,62.743622140143415,15.963194349833115,27,9,Needs Improvement,0,70.65022830421397,88.14161560661789,0.9210988935181067,0
157,157,2025-06-06,21,Intermediate,61.90861732059938,41.89907816449267,74.2850271466822,15.510882819263957,12,2,Needs Improvement,1,59.364240877258084,64.59404401813211,0.753406097287681,0
158,158,2025-06-07,22,Beginner,85.06878247942223,77.2930019313506,85.51065174338783,13.835301364713674,12,9,Needs Improvement,0,82.62414538472022,60.295404750360326,0.9474043717683809,1
159,159,2025-06-08,24,Intermediate,83.89455795206638,67.4661239701587,71.95160794574605,19.079972199400586,19,8,Excellent,1,74.43742995599037,67.14255638421352,0.7828355897330375,0
160,160,2025-06-09,24,Intermediate,55.85978583826993,42.88705259345869,87.67675489257545,10.247815762712817,28,2,Excellent,0,62.141197774768024,84.60830579305963,0.9791099973704589,0
161,161,2025-06-10,28,Beginner,83.44503127702855,74.03779464802427,84.08078199389988,8.657029065652694,12,1,Excellent,0,80.5212026396509,66.27965448141052,0.8093919973041348,1
162,162,2025-06-11,21,Advanced,58.78361259408632,63.339103861559394,69.22498977653952,14.838549696475994,21,8,Excellent,1,63.78256874406174,67.22634191116448,0.9572981191126769,0
163,163,2025-06-12,24,Advanced,54.843463728014044,41.72306297125,81.68959754594137,7.982210914061044,25,9,Needs Improvement,0,59.41870808173513,63.89696413610432,0.7798700483553404,0
164,164,2025-06-13,28,Beginner,72.45373293971966,88.48038634240477,72.12888051618171,9.725157607751369,26,8,Excellent,1,77.68766659943537,81.46308609829622,0.8543580809746721,1
165,165,2025-06-14,20,Advanced,56.41906139425406,87.45560715447203,43.92789154618636,8.369036601123273,16,3,Needs Improvement,0,62.60085336497082,62.07522571516252,0.7320655886467181,0
166,166,2025-06-15,23,Beginner,71.51043741645721,65.64512080735987,77.0282361629755,6.037303515777518,22,8,Needs Improvement,1,71.39459812893087,69.93624906985565,0.8980356708988522,0
167,167,2025-06-16,29,Beginner,70.49159027493472,44.68362103529551,44.745422063367315,17.4124811245351,11,2,Needs Improvement,0,53.30687779119918,68.47496179862894,0.9508237825500515,0
168,168,2025-06-17,19,Beginner,68.17194636742295,77.73106107992959,69.70413902848563,8.818108143824919,13,6,Excellent,0,71.86904882527939,76.65479189370464,0.9155341843907248,0
169,169,2025-06-18,27,Advanced,59.02098521163988,64.59655500528645,75.13201029291145,12.09541255014531,19,6,Needs Improvement,0,66.24985016994593,81.91248795059207,0.8569775538815971,0
170,170,2025-06-19,26,Beginner,67.42498608257384,55.122373914468994,43.32638041054276,5.649729098814679,16,7,Excellent,1,55.291246802528526,75.98629304090242,0.7135347635804378,0
171,171,2025-06-20,22,Intermediate,69.82427374927107,64.57090887642784,51.53973269632659,15.490091993789646,26,9,Excellent,1,61.97830510734183,87.93077978925203,0.9800323021512576,0
172,172,2025-06-21,23,Advanced,67.28434442477368,66.12220727027322,85.78361161308248,9.958415034594363,29,3,Excellent,1,73.06338776937646,88.54327916661995,0.9116468645735905,0
173,173,2025-06-22,29,Advanced,62.22097263756008,68.13558495111695,70.81572461164481,16.17105091743815,15,2,Excellent,1,67.05742740010729,70.84395985495546,0.9237592715095999,0
174,174,2025-06-23,29,Advanced,40.73335285231319,62.06118568276632,52.31430094052658,11.186045907017991,28,2,Excellent,1,51.702946491868694,83.33041128824678,0.9384041726532422,0
175,175,2025-06-24,29,Advanced,69.35308538505754,70.28776515695283,74.53398855740033,7.936334096084369,14,4,Needs Improvement,0,71.39161303313689,82.16404149804569,0.9243230277782832,0
176,176,2025-06-25,29,Intermediate,48.42221925713598,85.93673553031887,69.83882099808449,12.697626234230539,19,0,Needs Improvement,0,68.06592526184644,86.78893775114483,0.8323348492295001,0
177,177,2025-06-26,21,Advanced,72.12879844735949,58.11340435492956,65.07878499589742,6.957568394561597,18,9,Excellent,0,65.10699593272882,73.4383092062311,0.9200865487863841,0
178,178,2025-06-27,28,Advanced,77.9672163961433,76.28582316099745,88.8093487494042,11.60808739809492,22,2,Needs Improvement,0,81.02079610218165,75.91419561593376,0.8875080363430987,1
179,179,2025-06-28,27,Beginner,65.02226545653707,84.72262784121162,74.17268887037545,9.759582161307298,28,5,Excellent,0,74.63919405604138,72.47322940744722,0.9562049001006359,0
180,180,2025-06-29,24,Advanced,67.11818324898692,62.79896378799685,58.77205548339563,18.679393762994497,15,2,Needs Improvement,1,62.89640084012647,85.51130757899116,0.9407379446012112,0
181,181,2025-06-30,29,Intermediate,87.57392798329955,62.17279181909521,80.0036716038434,5.913930825810799,13,4,Needs Improvement,0,76.58346380207938,66.89106946086403,0.712412314740178,1
182,182,2025-07-01,26,Intermediate,82.3583680686287,70.10584926773898,84.22916464605939,15.41026121158613,12,8,Needs Improvement,1,78.89779399414236,67.19127234727334,0.8136661270997816,1
183,183,2025-07-02,24,Intermediate,85.7118257975735,69.5703379711244,46.26102797584157,7.741267489811539,12,1,Needs Improvement,0,67.18106391484649,71.1781531073124,0.7104148456551683,0
184,184,2025-07-03,18,Intermediate,80.68831441597932,80.32946711631385,50.02764889226332,9.785676114983598,13,1,Needs Improvement,1,70.3484768081855,66.91028496307054,0.7306224774298293,0
185,185,2025-07-04,18,Advanced,45.44591709233657,63.82416918891464,50.811350456388986,11.23271094593099,14,5,Needs Improvement,1,53.36047891254673,76.83020509244763,0.8804232166010834,0
186,186,2025-07-05,26,Advanced,47.449592798509734,89.80614748197206,74.56059046932702,18.620226340624612,17,5,Needs Improvement,1,70.6054435832696,64.03470319486507,0.962146546348676,0
187,187,2025-07-06,28,Intermediate,66.33118986344797,42.97357844336404,70.15197775266417,8.638673991107378,25,7,Needs Improvement,0,59.81891535315873,69.60558658212166,0.7359474276127801,0
188,188,2025-07-07,26,Intermediate,52.30348293989991,40.15839242903509,70.9495782349294,6.369632038170053,12,1,Needs Improvement,0,54.47048453462147,87.40334095426769,0.8353267862400494,0
189,189,2025-07-08,21,Advanced,63.834773752057956,72.00991557798119,87.03866498447505,9.780344059857853,21,8,Needs Improvement,0,74.29445143817141,72.27676440575388,0.9732636714419332,0
190,190,2025-07-09,26,Intermediate,59.71826619091751,54.92174561809384,78.7955766403653,6.570139558033,17,1,Needs Improvement,0,64.47852948312556,82.44701149480528,0.9442902951014763,0
191,191,2025-07-10,20,Beginner,67.47071192152266,52.019119434974186,46.39684622558916,6.9289472894082875,22,0,Needs Improvement,1,55.29555919402867,63.40386575119722,0.8559003689397789,0
192,192,2025-07-11,24,Intermediate,77.34378580679113,55.594954000214024,57.37535412125905,13.6077589696254,13,9,Needs Improvement,1,63.438031309421405,67.42693524425354,0.9314714317986492,0
193,193,2025-07-12,23,Intermediate,75.77454535496372,52.80237825524772,61.769682308786784,5.9135289964924,23,1,Excellent,1,63.44886863966608,84.22036863601106,0.856808132213361,0
194,194,2025-07-13,25,Beginner,66.06170662426672,41.53950248302239,59.798079437380245,5.463963220903491,23,6,Needs Improvement,1,55.79976284822312,82.88978808869082,0.7474277011848546,0
195,195,2025-07-14,28,Beginner,81.1196709408529,88.57665211952943,73.46543045809396,15.716211522057467,22,7,Needs Improvement,0,81.0539178394921,71.58467755781463,0.7374208339665037,1
196,196,2025-07-15,26,Advanced,61.54310457690167,51.037274422639086,84.59465516282813,10.424706422615667,15,4,Needs Improvement,1,65.72501138745629,88.63190706100423,0.7565104696201209,0
197,197,2025-07-16,22,Advanced,84.83571449200612,76.70148812946532,55.302573176139404,6.880630238508099,26,5,Needs Improvement,0,72.27992526587029,87.31929047503637,0.8052766284897038,0
198,198,2025-07-17,18,Beginner,43.56401350275819,78.12981973470876,67.59385682105929,8.804191562895625,13,0,Needs Improvement,1,63.095896686175415,88.8690224733672,0.9791587803022056,0
199,199,2025-07-18,20,Beginner,87.73300150166537,86.46286990036145,79.47047109567927,14.631297610285985,17,5,Needs Improvement,1,84.55544749923537,72.83744070563355,0.9399035240960805,1
200,200,2025-07-19,27,Advanced,72.7346540715674,41.527472854669,60.81090294226747,9.133048507112768,26,7,Excellent,1,58.357676622834624,65.9242075105705,0.8298404683678953,0
201,201,2025-07-20,29,Intermediate,59.003725446860265,83.60241692235039,48.40590641996479,12.417816876806118,12,2,Excellent,0,63.67068292972515,78.79975917274024,0.8479230129362721,0
202,202,2025-07-21,25,Beginner,49.85770632864387,66.36130904199001,63.74754826318741,6.825429600900084,26,0,Excellent,0,59.9888545446071,80.54319474837595,0.7796828372999244,0
203,203,2025-07-22,28,Advanced,63.95916147218,71.6272054982914,42.76112603715142,13.821404564081705,18,3,Needs Improvement,1,59.44916433587428,63.7632535335156,0.911305886941639,0
204,204,2025-07-23,23,Intermediate,49.72791615926505,72.22351385605168,87.11917270011384,9.741165257648962,11,0,Needs Improvement,1,69.69020090514353,83.59449102887717,0.9408297014386113,0
205,205,2025-07-24,25,Beginner,48.31658038715711,80.98989024923637,43.74106025974865,14.404526517930748,22,7,Needs Improvement,1,57.68251029871404,60.541806592798814,0.771671408700273,0
206,206,2025-07-25,26,Intermediate,70.8675878706487,56.67036610795553,61.922835762528905,17.125923234560343,29,4,Excellent,0,63.153596580377716,74.4818516243035,0.7125464871359396,0
207,207,2025-07-26,21,Advanced,66.15423622908924,76.65255949299967,66.4940630544263,14.174696290849887,11,0,Needs Improvement,0,69.76695292550507,69.93048778484685,0.8871666829488911,0
208,208,2025-07-27,18,Beginner,73.50480173054709,66.42890548610985,89.26519161436428,9.43621343892531,29,7,Needs Improvement,0,76.39963294367375,82.20909179697253,0.8687536357405949,1
209,209,2025-07-28,18,Intermediate,86.48029387109946,79.6697007152674,48.30109118214304,8.836155523224505,20,8,Excellent,1,71.48369525616997,69.38282182265448,0.8206393465086629,0
210,210,2025-07-29,27,Beginner,66.61301066695201,89.52730163850667,45.72157593061793,9.91131438100172,24,9,Excellent,0,67.2872960786922,84.80421338343098,0.8931681825319631,0
211,211,2025-07-30,21,Intermediate,69.04660266313988,50.03255087018806,40.43530735312718,7.469307698547572,20,1,Needs Improvement,1,53.171486962151704,77.84860466342431,0.8651839893955431,0
212,212,2025-07-31,29,Advanced,44.481316957747104,89.7324320779999,47.778571843465116,7.717577762750301,12,8,Needs Improvement,0,60.664106959737374,83.81680085286216,0.7751744729782578,0
213,213,2025-08-01,24,Advanced,75.88178929543147,44.4906077141387,50.36364895338338,16.860366528502517,12,7,Needs Improvement,1,56.912015320984516,89.68021913518871,0.8193186926868167,0
214,214,2025-08-02,19,Beginner,59.99526034020781,40.115877395240695,71.52904707915462,10.770988647611674,21,6,Needs Improvement,1,57.21339493820104,80.3747503723067,0.8284340709241724,0
215,215,2025-08-03,20,Intermediate,88.83626193312895,42.20809680889156,50.98533951957002,11.539927708558787,14,2,Excellent,0,60.67656608719684,89.54850949084933,0.9640743983426692,0
216,216,2025-08-04,18,Beginner,81.158700779783,57.089120236838085,41.02604073646626,13.910741983502167,29,1,Needs Improvement,1,59.75795391769578,60.86508980765116,0.9882712462386878,0
217,217,2025-08-05,22,Beginner,66.12405202580592,71.64531653392172,81.33091727512443,13.844802427273214,16,6,Needs Improvement,1,73.03342861161735,70.14419965451425,0.9679004087189491,0
218,218,2025-08-06,18,Intermediate,46.1611327086083,43.45147704439248,58.27978505019834,6.010653072828886,16,4,Excellent,1,49.297464934399706,63.235597936869276,0.9157534072155938,0
219,219,2025-08-07,25,Intermediate,82.97078966402947,40.28329072647836,57.6848343290367,17.473111795064984,22,5,Needs Improvement,0,60.31297157318151,67.86914794153319,0.8754978200817465,0
220,220,2025-08-08,18,Intermediate,79.98905477120108,86.85455142293974,55.12395145839633,7.659898298359091,18,3,Needs Improvement,1,73.98918588417905,85.16663697377324,0.9067784906397864,0
221,221,2025-08-09,28,Advanced,49.229256476851646,81.09633179699648,88.76866385732104,15.846074540745033,22,1,Excellent,0,73.0314173770564,60.96969795978271,0.9817327662198068,0
222,222,2025-08-10,18,Beginner,54.7639144610155,80.45915855695155,48.50577086546407,16.5900648219225,21,8,Excellent,0,61.242947961143706,75.6054880719718,0.7749996205671494,0
223,223,2025-08-11,19,Beginner,79.67036290739186,84.22121377509885,84.91190319766176,15.723493011369705,22,2,Needs Improvement,1,82.93449329338416,77.0138612259712,0.8605361523020214,1
224,224,2025-08-12,19,Advanced,49.26142232737048,75.00171363860522,78.84016660699439,13.684664698312178,19,6,Excellent,0,67.7011008576567,76.83453440015867,0.9068824057001224,0
225,225,2025-08-13,29,Intermediate,85.88762445856887,45.22020648740407,43.823997774965655,5.219134956633243,10,7,Excellent,1,58.31060957364619,74.25891221469767,0.9037741003972823,0
226,226,2025-08-14,23,Advanced,61.226371259818094,59.95500940368615,89.33645507504244,10.40563238544756,17,1,Needs Improvement,0,70.1726119128489,83.71808894309265,0.7756836878730509,0
227,227,2025-08-15,24,Advanced,44.35194812938293,76.15747432323147,53.56829817695053,14.072591440438718,25,5,Excellent,1,58.025906876521645,64.00629268516653,0.8760194582169255,0
228,228,2025-08-16,22,Advanced,80.78743217521404,54.01672303957605,44.929146351120615,10.81176943883808,22,7,Needs Improvement,0,59.91110052197023,69.31731046652362,0.9387739427260469,0
229,229,2025-08-17,18,Beginner,58.67548415191938,74.37031820681187,81.46571170628798,17.952198423692195,12,6,Needs Improvement,1,71.50383802167308,78.47178160335518,0.8425236940150731,0
230,230,2025-08-18,18,Advanced,66.32495970768905,41.224922413382615,75.33377668388499,9.63203413024423,12,2,Needs Improvement,1,60.961219601652225,80.72854098803867,0.9379894230096205,0
231,231,2025-08-19,20,Beginner,45.61521722056096,55.306867043979665,70.86094029389504,9.403021886879905,14,0,Needs Improvement,1,57.261008186145226,72.12445295331169,0.8079647793263665,0
232,232,2025-08-20,19,Beginner,40.12920074224912,67.45651681385863,47.799043184946655,8.98996539638987,20,5,Excellent,1,51.794920247018126,86.26113789981699,0.9816280381491277,0
233,233,2025-08-21,22,Beginner,71.89926028966488,71.60449147531212,63.9248058127981,9.991713034411934,16,7,Needs Improvement,0,69.14285252592502,72.46480190087743,0.8601785321497303,0
234,234,2025-08-22,29,Intermediate,65.75875851668658,68.85203322309555,79.02780134436068,13.361074464712807,19,5,Needs Improvement,0,71.21286436138094,72.08328403044999,0.8787843852377842,0
235,235,2025-08-23,27,Beginner,69.67692845615736,74.88781380367148,55.18119690719201,15.605229414088862,19,4,Needs Improvement,1,66.58197972234028,61.08621784462155,0.7094084706413765,0
236,236,2025-08-24,23,Beginner,79.68719251902581,40.304437411991955,55.58449142575208,14.938518766081776,29,7,Needs Improvement,0,58.52537378558995,76.53424008584201,0.7510807411385783,0
237,237,2025-08-25,24,Intermediate,72.330295671143,45.04705999887607,40.157045302406104,17.115767299722194,11,1,Excellent,1,52.5114669908084,81.26042515535715,0.8898801641413134,0
238,238,2025-08-26,21,Beginner,48.73867214136886,83.44721261395725,48.712170082268976,18.288709932461373,12,0,Excellent,1,60.299351612531694,63.43314490550544,0.8259611115346813,0
239,239,2025-08-27,24,Advanced,58.038625955529994,74.08743220450806,83.77028125609172,17.24118563515027,17,0,Excellent,0,71.96544647204325,69.16298298263612,0.8524491371374524,0
240,240,2025-08-28,28,Advanced,85.29455523938802,45.646582134300566,62.087324581885355,5.284181050615318,20,3,Needs Improvement,0,64.34282065185798,83.43770861348557,0.7188914226201101,0
241,241,2025-08-29,25,Beginner,78.49723501258396,82.10372186992896,89.2117249617217,16.03876930327983,22,5,Excellent,1,83.27089394807821,70.97758306240726,0.9502405715231153,1
242,242,2025-08-30,28,Intermediate,67.83185289683587,52.11156089122834,59.78539817868963,8.125993604274974,16,8,Excellent,0,59.90960398891795,67.24807386120119,0.9353516806888651,0
243,243,2025-08-31,18,Advanced,52.78224989046362,63.91299420976117,75.75932273901206,6.99392064061974,22,0,Needs Improvement,1,64.15152227974562,80.16601990695337,0.7556061927165548,0
244,244,2025-09-01,23,Intermediate,55.10302509173975,47.25982564423302,54.09595214523645,14.577331771987033,11,0,Excellent,0,52.152934293736415,65.90276333014967,0.8902988071772138,0
245,245,2025-09-02,25,Intermediate,76.59790337928172,75.50550282108533,58.19048205704668,9.796147931115424,15,4,Needs Improvement,0,70.09796275247123,86.8695875874953,0.9454945634962815,0
